attribute_0,avg_marks,min_marks,max_marks,surrounding_environment,level_of_comfortable_zone_for_student,university_contribution_in_paper_setting,stud_contribution_in_fighting_for_exam,stud_teacher_contribution_in_learning,gender,location,pg_sem_2,pg_sem_3,travel_time,study_hours,classattentiveness,extratutions,teachinglearninggap,examenvironment,ownstudynotes,time_on_socialmedia,use_online_course,familymotivation,expertmotivation,friendsmotivation,health_issues,inappropriate_yllabus,family_responsiblities,festival_holidays,financial_status,incentive_programs,exam_stress,overall_pg_performance,pg_sem_4_10_classes,pg_class_coded,pg_class_coded_cat
1749.0,108.0,79.5,82.5,6.0,6.0,2.0,2.0,2.0,1.0,2.0,62.5,72.21,4.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,1
1750.0,103.1111111,75.83333333,78.83333333,6.0,6.0,2.0,2.0,2.0,1.0,2.0,58.83333333,68.54333333,4.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,1
1751.0,102.9333333,75.7,78.7,6.0,6.0,2.0,2.0,2.0,1.0,2.0,58.7,68.41,4.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,1
1752.0,107.3333333,79.0,82.0,6.0,6.0,2.0,2.0,2.0,1.0,2.0,62.0,71.71,4.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,1
1753.0,105.0,77.25,80.25,6.0,6.0,2.0,2.0,2.0,1.0,2.0,60.25,69.96,4.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,1
1754.0,103.0,69.5,83.5,6.0,3.0,2.0,2.0,2.0,1.0,2.0,55.5,56.36,4.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,5.0,5.0,1
1755.0,103.047619,69.53571429,83.53571429,6.0,3.0,2.0,2.0,2.0,1.0,2.0,55.53571429,56.39571429,4.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,5.0,5.0,1
1756.0,109.8,74.6,88.6,6.0,3.0,2.0,2.0,2.0,1.0,2.0,60.6,61.46,4.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,2
1757.0,110.3333333,75.0,89.0,6.0,3.0,2.0,2.0,2.0,1.0,2.0,61.0,61.86,4.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,2
1758.0,111.0,75.5,89.5,6.0,3.0,2.0,2.0,2.0,1.0,2.0,61.5,62.36,4.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,2
1759.0,111.2222222,75.66666667,89.66666667,6.0,3.0,2.0,2.0,2.0,1.0,2.0,61.66666667,62.52666667,4.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,2
1760.0,111.0740741,75.55555556,89.55555556,6.0,3.0,2.0,2.0,2.0,1.0,2.0,61.55555556,62.41555556,4.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,2
1761.0,112.0,76.25,90.25,6.0,3.0,2.0,2.0,2.0,1.0,2.0,62.25,63.11,4.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,2
1762.0,117.3333333,80.25,94.25,6.0,3.0,2.0,2.0,2.0,1.0,2.0,66.25,67.11,4.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,2
1763.0,112.0,76.25,90.25,6.0,3.0,2.0,2.0,2.0,1.0,2.0,62.25,63.11,4.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,2
1764.0,112.0,76.25,90.25,6.0,3.0,2.0,2.0,2.0,1.0,2.0,62.25,63.11,4.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,2
1765.0,111.8095238,76.10714286,90.10714286,6.0,3.0,2.0,2.0,2.0,1.0,2.0,62.10714286,62.96714286,4.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,2
1766.0,111.8518519,76.13888889,90.13888889,6.0,3.0,2.0,2.0,2.0,1.0,2.0,62.13888889,62.99888889,4.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,2
1767.0,111.8666667,76.15,90.15,6.0,3.0,2.0,2.0,2.0,1.0,2.0,62.15,63.01,4.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,2
1768.0,117.6666667,80.5,94.5,6.0,3.0,2.0,2.0,2.0,1.0,2.0,66.5,67.36,4.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,2
1769.0,112.7777778,76.83333333,90.83333333,6.0,3.0,2.0,2.0,2.0,1.0,2.0,62.83333333,63.69333333,4.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,2
1770.0,112.6,76.7,90.7,6.0,3.0,2.0,2.0,2.0,1.0,2.0,62.7,63.56,4.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,2
1771.0,117.0,80.0,94.0,6.0,3.0,2.0,2.0,2.0,1.0,2.0,66.0,66.86,4.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,2
1772.0,114.6666667,78.25,92.25,6.0,3.0,2.0,2.0,2.0,1.0,2.0,64.25,65.11,4.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,2
1773.0,107.0,80.5,81.5,6.0,3.0,2.0,2.0,2.0,1.0,2.0,66.5,66.21,4.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,2
1774.0,107.047619,80.53571429,81.53571429,6.0,3.0,2.0,2.0,2.0,1.0,2.0,66.53571429,66.24571429,4.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,2
1775.0,113.8,85.6,86.6,6.0,3.0,2.0,2.0,2.0,1.0,2.0,71.6,71.31,4.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,2
1776.0,114.3333333,86.0,87.0,6.0,3.0,2.0,2.0,2.0,1.0,2.0,72.0,71.71,4.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,2
1777.0,115.0,86.5,87.5,6.0,3.0,2.0,2.0,2.0,1.0,2.0,72.5,72.21,4.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,2
1778.0,115.2222222,86.66666667,87.66666667,6.0,3.0,2.0,2.0,2.0,1.0,2.0,72.66666667,72.37666667,4.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,2
1779.0,115.0740741,86.55555556,87.55555556,6.0,3.0,2.0,2.0,2.0,1.0,2.0,72.55555556,72.26555556,4.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,2
1780.0,116.0,87.25,88.25,6.0,3.0,2.0,2.0,2.0,1.0,2.0,73.25,72.96,4.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,2
1781.0,121.3333333,91.25,92.25,6.0,3.0,2.0,2.0,2.0,1.0,2.0,77.25,76.96,4.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,3
1782.0,116.0,87.25,88.25,6.0,3.0,2.0,2.0,2.0,1.0,2.0,73.25,72.96,4.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,2
1783.0,115.8095238,87.10714286,88.10714286,6.0,3.0,2.0,2.0,2.0,1.0,2.0,73.10714286,72.81714286,4.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,2
1784.0,115.8518519,87.13888889,88.13888889,6.0,3.0,2.0,2.0,2.0,1.0,2.0,73.13888889,72.84888889,4.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,2
1785.0,115.8666667,87.15,88.15,6.0,3.0,2.0,2.0,2.0,1.0,2.0,73.15,72.86,4.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,2
1786.0,121.6666667,91.5,92.5,6.0,3.0,2.0,2.0,2.0,1.0,2.0,77.5,77.21,4.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,3
1787.0,116.7777778,87.83333333,88.83333333,6.0,3.0,2.0,2.0,2.0,1.0,2.0,73.83333333,73.54333333,4.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,2
1788.0,116.6,87.7,88.7,6.0,3.0,2.0,2.0,2.0,1.0,2.0,73.7,73.41,4.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,2
1789.0,121.0,91.0,92.0,6.0,3.0,2.0,2.0,2.0,1.0,2.0,77.0,76.71,4.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,3
1790.0,118.6666667,89.25,90.25,6.0,3.0,2.0,2.0,2.0,1.0,2.0,75.25,74.96,4.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,2
1791.0,77.33333333,56.5,59.5,3.0,9.0,5.0,4.0,5.0,2.0,1.0,61.5,60.79,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,1
1792.0,77.38095238,56.53571429,59.53571429,3.0,9.0,5.0,4.0,5.0,2.0,1.0,61.53571429,60.82571429,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,1
1793.0,84.13333333,61.6,64.6,3.0,9.0,5.0,4.0,5.0,2.0,1.0,66.6,65.89,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,2
1794.0,84.66666667,62.0,65.0,3.0,9.0,5.0,4.0,5.0,2.0,1.0,67.0,66.29,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,2
1795.0,85.33333333,62.5,65.5,3.0,9.0,5.0,4.0,5.0,2.0,1.0,67.5,66.79,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,2
1796.0,85.55555556,62.66666667,65.66666667,3.0,9.0,5.0,4.0,5.0,2.0,1.0,67.66666667,66.95666667,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,2
1797.0,85.40740741,62.55555556,65.55555556,3.0,9.0,5.0,4.0,5.0,2.0,1.0,67.55555556,66.84555556,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,2
1798.0,86.33333333,63.25,66.25,3.0,9.0,5.0,4.0,5.0,2.0,1.0,68.25,67.54,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,2
1799.0,91.66666667,67.25,70.25,3.0,9.0,5.0,4.0,5.0,2.0,1.0,72.25,71.54,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,2
1800.0,86.33333333,63.25,66.25,3.0,9.0,5.0,4.0,5.0,2.0,1.0,68.25,67.54,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,2
1801.0,86.14285714,63.10714286,66.10714286,3.0,9.0,5.0,4.0,5.0,2.0,1.0,68.10714286,67.39714286,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,2
1802.0,86.18518519,63.13888889,66.13888889,3.0,9.0,5.0,4.0,5.0,2.0,1.0,68.13888889,67.42888889,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,2
1803.0,86.2,63.15,66.15,3.0,9.0,5.0,4.0,5.0,2.0,1.0,68.15,67.44,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,2
1804.0,92.0,67.5,70.5,3.0,9.0,5.0,4.0,5.0,2.0,1.0,72.5,71.79,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,2
1805.0,87.11111111,63.83333333,66.83333333,3.0,9.0,5.0,4.0,5.0,2.0,1.0,68.83333333,68.12333333,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,2
1806.0,86.93333333,63.7,66.7,3.0,9.0,5.0,4.0,5.0,2.0,1.0,68.7,67.99,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,2
1807.0,91.33333333,67.0,70.0,3.0,9.0,5.0,4.0,5.0,2.0,1.0,72.0,71.29,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,2
1808.0,89.0,65.25,68.25,3.0,9.0,5.0,4.0,5.0,2.0,1.0,70.25,69.54,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,2
1809.0,76.33333333,50.5,69.5,3.0,9.0,5.0,4.0,5.0,2.0,1.0,59.5,69.93,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,5.0,5.0,1
1810.0,76.38095238,50.53571429,69.53571429,3.0,9.0,5.0,4.0,5.0,2.0,1.0,59.53571429,69.96571429,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,5.0,5.0,1
1811.0,83.13333333,55.6,74.6,3.0,9.0,5.0,4.0,5.0,2.0,1.0,64.6,75.03,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,6.0,6.0,2
1812.0,83.66666667,56.0,75.0,3.0,9.0,5.0,4.0,5.0,2.0,1.0,65.0,75.43,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,6.0,6.0,2
1813.0,84.33333333,56.5,75.5,3.0,9.0,5.0,4.0,5.0,2.0,1.0,65.5,75.93,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,6.0,6.0,2
1814.0,84.55555556,56.66666667,75.66666667,3.0,9.0,5.0,4.0,5.0,2.0,1.0,65.66666667,76.09666667,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,6.0,6.0,2
1815.0,84.40740741,56.55555556,75.55555556,3.0,9.0,5.0,4.0,5.0,2.0,1.0,65.55555556,75.98555556,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,6.0,6.0,2
1816.0,85.33333333,57.25,76.25,3.0,9.0,5.0,4.0,5.0,2.0,1.0,66.25,76.68,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,6.0,6.0,2
1817.0,90.66666667,61.25,80.25,3.0,9.0,5.0,4.0,5.0,2.0,1.0,70.25,80.68,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,6.0,6.0,2
1818.0,85.33333333,57.25,76.25,3.0,9.0,5.0,4.0,5.0,2.0,1.0,66.25,76.68,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,6.0,6.0,2
1819.0,85.14285714,57.10714286,76.10714286,3.0,9.0,5.0,4.0,5.0,2.0,1.0,66.10714286,76.53714286,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,6.0,6.0,2
1820.0,85.18518519,57.13888889,76.13888889,3.0,9.0,5.0,4.0,5.0,2.0,1.0,66.13888889,76.56888889,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,6.0,6.0,2
1821.0,85.2,57.15,76.15,3.0,9.0,5.0,4.0,5.0,2.0,1.0,66.15,76.58,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,6.0,6.0,2
1822.0,91.0,61.5,80.5,3.0,9.0,5.0,4.0,5.0,2.0,1.0,70.5,80.93,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,6.0,6.0,2
1823.0,86.11111111,57.83333333,76.83333333,3.0,9.0,5.0,4.0,5.0,2.0,1.0,66.83333333,77.26333333,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,6.0,6.0,2
1824.0,85.93333333,57.7,76.7,3.0,9.0,5.0,4.0,5.0,2.0,1.0,66.7,77.13,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,6.0,6.0,2
1825.0,90.33333333,61.0,80.0,3.0,9.0,5.0,4.0,5.0,2.0,1.0,70.0,80.43,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,6.0,6.0,2
1826.0,88.0,59.25,78.25,3.0,9.0,5.0,4.0,5.0,2.0,1.0,68.25,78.68,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,6.0,6.0,2
1827.0,77.33333333,56.5,59.5,3.0,9.0,5.0,4.0,5.0,2.0,1.0,71.5,63.21,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,2
1828.0,77.38095238,56.53571429,59.53571429,3.0,9.0,5.0,4.0,5.0,2.0,1.0,71.53571429,63.24571429,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,2
1829.0,84.13333333,61.6,64.6,3.0,9.0,5.0,4.0,5.0,2.0,1.0,76.6,68.31,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,2
1830.0,84.66666667,62.0,65.0,3.0,9.0,5.0,4.0,5.0,2.0,1.0,77.0,68.71,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,2
1831.0,85.33333333,62.5,65.5,3.0,9.0,5.0,4.0,5.0,2.0,1.0,77.5,69.21,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,2
1832.0,85.55555556,62.66666667,65.66666667,3.0,9.0,5.0,4.0,5.0,2.0,1.0,77.66666667,69.37666667,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,2
1833.0,85.40740741,62.55555556,65.55555556,3.0,9.0,5.0,4.0,5.0,2.0,1.0,77.55555556,69.26555556,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,2
1834.0,86.33333333,63.25,66.25,3.0,9.0,5.0,4.0,5.0,2.0,1.0,78.25,69.96,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,2
1835.0,91.66666667,67.25,70.25,3.0,9.0,5.0,4.0,5.0,2.0,1.0,82.25,73.96,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,3
1836.0,86.33333333,63.25,66.25,3.0,9.0,5.0,4.0,5.0,2.0,1.0,78.25,69.96,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,2
1837.0,86.33333333,63.25,66.25,3.0,9.0,5.0,4.0,5.0,2.0,1.0,78.25,69.96,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,2
1838.0,86.14285714,63.10714286,66.10714286,3.0,9.0,5.0,4.0,5.0,2.0,1.0,78.10714286,69.81714286,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,2
1839.0,86.18518519,63.13888889,66.13888889,3.0,9.0,5.0,4.0,5.0,2.0,1.0,78.13888889,69.84888889,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,2
1840.0,86.2,63.15,66.15,3.0,9.0,5.0,4.0,5.0,2.0,1.0,78.15,69.86,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,2
1841.0,92.0,67.5,70.5,3.0,9.0,5.0,4.0,5.0,2.0,1.0,82.5,74.21,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,3
